section_info,question_text,answer_text,views_info,date,link1
Turli savollar,Assalomu alaykum! Kechasi do'konga chiqqandim. Ko'chada ketayotsam erda 10 000 so'mlik pul yotibdi. Atrofga qarasam xech kim yo'q. Xaligi pulni uyga olib qutiga solib qo'ydim. Bu pulni nima qilsam bo'ladi. Iltimos maslaxat beringlar. Egasini baribir topolmayman,"Va alaykum assalom! http://savollar.islom.uz/smf/index.php?topic=5868.0;wapTOPILMALAR HAQIDA Topib olingan narsa, agar uni topib olgan odam egasiga qaytarib berish uchun olganiga guvoh keltirgan bo'lsa, omonatdir. Ishoq ibn Rohavayh o'zining «Musnad» nomli kitobida Iyoz ibn Hammoddan rivoyat qiladi: «Rasululloh sollallohu alayhi vasallam: «Kim yo'qolgan narsani topib olsa, adolatli kishini guvoh qilsin. Keyin uni berkitmasdan, bir yilgacha elon qilsin. Agar egasi kelsa, keldi. Bo'lmasa, u Allohning moli bo'ladi va kimga xohlasa, o'shanga beradi», dedilar». Guvohlikka, kim yo'qolgan narsani so'rab yurgan bo'lsa, menga aytib yuboringlar deyish kifoya qiladi. Shu holda topib olgan kishi birovning narsasini omonatga ushlab turgan kishining hukmida bo'ladi va u bilan bo'ladigan muomala omonat ushlab turgan odamga qilinadigan muomala kabi bo'ladi. Yo'qolgan narsani ko'rganda olish mandubdir. Uni olinmasa, xoinning qo'liga tushib qolish xavfi bor. Aks holda, yo'qolgan narsaning egasi topib oluvchining qaytarish uchun olganini rad qilsa, to'lab beradi. Agar topib olgan kishi birovni guvoh qilmagan bo'lsa va egasi bilib qolganda, bu narsani egasiga qaytarib berish uchun olgan edim desa – yu, molning egasi, yo'q bu eb ketish uchun olgan deb turib olsa, topib olgan to'lab beradi. Shu bilan birga, xoin hisoblanadi. Topganini elon qilganda, molni egasining ruxsati bilan omonatga ushlab turgan odam hukmida bo'lardi va mol halokatga uchrasa, to'lab bermas edi. Yo'qolgan narsa haqida uni topib olingan joyda va odamlar jamlanadigan erda, endi egasi so'rab kelmasa kerak deydigan va buzulib qoladigan muddatigacha elon qilinadi – da, so'ngra sadaqa qilib yuboriladi. Agar egasi kelib qolsa, xohlasa sadaqani tasdiqlaydi, xohlasa topib olganga to'latib oladi. Topib olingan narsa, taom, meva va shunga o'xshash narsalar bo'lsa, aynib qolishiga qarab egasini kutiladi. Topib olingan narsa, aynimaydigan narsa bo'lsa, egasini kutish haqida fuqaholarimiz ikki xil ijtihod qilganlar. 1. Imom Muhammad, Molik, Shofeiy va Ahmadlar bir yil kutiladi, deganlar. Payg'ambar sollallohu alayhi vasallam topib olingan tillo yoki kumush haqida so'raldi. «Uning idishi va bog'ichini tanit. So'ngra bir yil kut. Agar egasini topmasang, uni ishlatib yuboraver. Bas, u sening huzuringda omonatga qo'yilgan narsadek bo'lib qolsin. Agar qachon bo'lsa ham bir kun talab qiluvchisi kelsa uni anga ado et», dedilar». Muslim rivoyat qilgan. Demak, yo'qolgan narsa, egasini kutish uchun tayin qilingan vaqtdan keyin ham topib oluvchi kishining mulkiga aylanib qolmas ekan. Qachon egasi paydo bo'lsa va talab qilsa, unga to'lab berish kerak bo'lar ekan. Ammo sadaqani tasdiqlasa, savobini oladi. 2. Imom Abu Hanifa kutish muddati yo'qolgan narsaning miqdoriga qarab turlicha bo'ladi, deganlar. Bir dirhamni bir kun. Uch dirhamdan bir dirhamgachani bir hafta. On dirhamdan uch dirhamgachani bir oy. Ondan ko'p bo'lsa, bir yil egasini kutadi. Rasululloh sollallohu alayhi vasallam: «Kim kichikroq narsa; arqon, dirham, yoki shunga o'xshash narsa, topib olsa, uni uch kungacha tanitsin, agar undan ortiqroq narsa bo'lsa, olti kun tanitsin, egasi kelsa, keldi, kelmasa sadaqa qilib yuborsin», dedilar». Ahmad, Tabaroniy va Bayhaqiy rivoyat qilgan. Agar topib olingan narsa danak yoki anorning po'chog'i kabi egasi odatda axtarmaydigan narsa bo'lsa, elon qilmasdan ishlatib yuborsa bo'laveradi. Ammo egasi talab qilishga haqlidir. Topib olgan kishi topib olingan narsa uchun hokimning iznisiz sarf xarajat qilgan bo'lsa, ehson o'rnida bo'ladi. Agar izn ila qilgan bo'lsa, egasining zimmasiga to'lov bo'ladi. Topib olingan narsa hayvon va unga o'xshash sarf – xarajat talab qiladigan narsa bo'lsa, topib olgan kishi unga hokimning ruxsati ila sarf qilsa, egasi chiqqanda to'latib oladi. Bunga hokimning izni hujjat bo'ladi. Agar hokimning ruxsatini olmagan bo'lsa, to'latib olishga haqi yo'q. Qozi manfaati bor yo'qolgan narsani ijaraga qo'yadi va foydasini o'sha narsaning o'ziga sarflaydi. Agar manfaati yo'q narsa bo'lsa, foydali bo'lsa unga nafaqa sarflashga ruxsat beradi. Foydali bo'lmasa, sotib yuboradi. Yo'qolgan narsa ijaraga qo'yib bo'lmaydigan, uning uchun sarf xarajat qilishga arziydigan bo'lsa, egasiga to'latib olish niyatida uni ushlab turish uchun sarf qilishga hokim ruxsat beradi. Ammo yo'qolgan narsa arzimagan narsa bo'lsa, uni sotib qiymatini saqlab qo'yiladi va egasi chiqqanda unga beriladi. Yo'qolgan narsaning foydasiga nafaqa qilgan odam, nafaqasini qaytarib olish uchun uni bermay turishga haqli. Agar bermay turishdan keyin yo'qolgan narsa halokatga uchrasa, nafaqa haqi soqit bo'ladi. Agar yo'qolgan narsaning egasiligini davo qiluvchi uning alomatlarini bayon qilib bersa, unga uni topshirish halol bo'ladi. Hujjatsiz qaytarib berish vojib bo'lmaydi. Topib olgan kishi faqir bo'lsa, topilgan narsadan o'zi foydalansa, joiz. Boy bo'lsa, faqir ota-onasiga, bola-chaqasiga yoki kuyov-keliniga sadaqa qilsa, joiz. «Muxtasari Viqoya»da zirk qilinmagan bazi malumotlarni ham taqdim qilishga ijozat bergaysiz. Zayd ibn Xolid al-Juhaniy roziyallohu anhudan rivoyat qilinadi: «Nabiy sollallohu alayhi vasallam: «Kim yo'qolgan narsani tanitmay o'ziniki qilib olsa, zalolatga ketuvchidir», dedilar». Muslim va Ahmad rivoyat qilgan. Yana o'sha kishidan rivoyat qilinadi: «Bir kishi Rasululloh sollallohu alayhi vasallamning huzurlariga kelib topib olingan narsa haqida so'radi. Bas, u zot: «Idishini va bog'ichini tanit. Uni bir yil tanit, agar egasi kelsa, keldi, bo'lmasa u seniki», dedilar. «Yo'qolgan qo'ychi?» dedi u. «U senga yoki birodaringga yoki bo'riga», dedilar. «Yo'qolgan tuyachi?» dedi u. «U bilan sening nima ishing bor. Uning ichgani suvi bor. (Yurgani) oyog'i bor. Suvga borib, daraxtlardan eb, egasiga uchraguncha yuraveradi», dedilar». Ikki Shayx va Termiziy rivoyat qilgan. Gohida yo'qolgan narsa jonli hayvon bo'lishi ham mumkin. Bu holatda uning hukmi o'sha hayvonning qandoq hayvon ekaniga qarab turlicha bo'ladi. Misol uchun, yo'qolgan hayvon qo'y bo'lishi mumkin. Bu haqda Payg'ambar sollallohu alayhi vasallamdan so'rovchi kishi ham so'radi. U zot sollallohu alayhi vasallam yo'qolgan qo'y topib olgan kishiga, uning egasiga yoki bo'riga qolishi mumkinligi aytdilar. Demak, qo'y o'zini o'zi eplay olmaydigan, bo'riga em bo'lib ketish yoki shunga o'xshash holatga tushish ehtimoli kuchli bo'lgani uchun uni topgan odam darhol omonat shaklida saqlab qo'yishi, tanitishi kerak. Agar egasi chiqsa beradi, chiqmasa o'ziga qoladi. Lekin bo'riga em bo'lmasligi kerak. Tayyor mol zoe ketgan bo'ladi. Qo'y, echki yoki shunga o'xshash o'zini himoya qila olmaydigan ojiz hayvonlar ham ushbu hukm taxtiga doxil bo'ladi. Endi yo'qolgan hayvon tuya bo'lsachi? Unga tegilmaydi. U o'zini o'zi eplaydi. Emini topib eydi, suvini topib ichadi. Shunga o'xshash o'zini o'z eplaydigan, xavf xatardan qochib yoki uchib qutilib ketadigan quyon yoki kabutar kabi jonivorlarga ham tegilmaydi. Egasi topib o'zi olmaguncha yuraveradilar. Bu gap imom Molikka oiddir. Ammo hanafiy ulamolar mazkur hayvonlarni ham topgan odam olishi vojibdir. Hadisda yo'qolish xavfi bo'lmagan hayvonlar ko'zda tutilgan deydilar. Bog'lar orasidan oqadigan ariq va soylarda oqib kelgan mevalarni olish haloldir. Shuningdek, shahardan tashqaridagi daraxtlarning tagiga tushib qolgan mevalarni olish ham halol. Chunki, bu narsalarni tashlab qo'yilsa, egasiga tegmasdan buzilib qolishi turgan gap. Vallohu alam!",5443,20.04.2017,http://savollar.islom.uz/smf/index.php?topic=5868.0;wapTOPILMALAR
Ibodatlar,"Assalomu alaykum! Ustozlar, deylik mening pulim zakot miqdoriga etdi, men birinchi bo'lib kimga berishim joiz bo'ladi? Birinchi bo'lib kimlar haqli bo'ladi?",Va alaykum assalom!http://fiqh.uz/index.php/ibodat/zakot/380-zakotga-oid-savol-zhavoblar,3063,20.04.2017,http://fiqh.uz/index.php/ibodat/zakot/380-zakotga-oid-savol-zhavoblar
Halol va harom,Assalomu alaykum! Shialar so'ygan jonliq go'shti halolmi?,Va alaykum assalom!http://fiqh.uz/index.php/ibodat/halol-harom/soyishlar/753-urbonlikka-oid-masalalar,3455,20.04.2017,http://fiqh.uz/index.php/ibodat/halol-harom/soyishlar/753-urbonlikka-oid-masalalar
Dolzarb savollar,Assalomu alaykum! Futbol o'yinini bazi insonlar musulmonchilikka to'g'ri kelmaydi deyishadi. Shu gap rostmi?,Va alaykum assalom!Salomatlik uchun o'ynash joiz. Vallohu alam!http://savollar.islom.uz/savol/94830,3585,25.04.2017,http://savollar.islom.uz/savol/94830
Turli savollar,Assalomu alaykum! So'nggi vaqtlarda ijtimoiy tarmoqlarda Odam s.a.v. shayton bolasining go'shtini egani va shayton shu sabab inson qonida suzib yurishi haqida bir sher tarqaldi. Bu malumot qanchalik to'g'ri? (Izlash hizmatidan bu haqda malumot topolmadim).,Va alaykum assalom!http://savollar.islom.uz/savol/110654http://savollar.islom.uz/savol/96458,3793,24.04.2017,http://savollar.islom.uz/savol/110654http://savollar.islom.uz/savol/96458
Halol va harom,Assalomu alaykum! Tovuqqa em sotadigan joylarda speц korm sotishadi o'shalardan aralashma ichida kostivoy muka yani suyak uni bor ekan. Osha sotadigan odamlardan so'rasam kolbasa цexidan olib drabilkada maydalashar ekan. Osha suyakda cho'chqa suyagi bormi desam ha deb aytdi. Shuncha fabrikalardan kelyatgan tuxumlar halolmi?,"Va alaykum assalom!Bu bilan tuxum harom bo'lib qolmaydi.http://savollar.islom.uz/savol/1298Jallola (najosatxo'r hayvon)ning hukmiFiqhiy kitoblarimizda jallola hayvon istilohi mavjud. Uning hukmi borasida ulamolar “Uni eyish va sutini ichish joiz emas” deganlar. Hozirgi kunda ko'plab bo'rdoqichilik, baliqchilik va parandachilik korxonalarida qoramol va parandalarga qon va shu kabi najosatlarni ularga em sifatida berilayotganini eshitib qolyapmiz. Bu kabi hayvonlar ham jallolaga kirib qoladimi yoki yo'qmi?Shu o'rinda fuqaholar nazdida qaysi hayvon jallola bo'ladi? uning jallola bo'lish sharti nimadan iborat? Shuni o'rganib chiqsak. Qanday havon bo'lmasin uning jallola bo'lishi uchun ikki shart topilishi kerak.1. Ozi halol bo'lsada emishining hammasi faqat najosat va nopok narsalardan iborat bo'lsin. Undan boshqa pok emishi bo'lmasin.2. Najosatxo'rligi va nopok ozuqa bilan oziqlangani uchun go'shtidan najosat hidi zohir bo'lib tursin. Hatto terlagandagi terisidan ham najosat hidi kelib tursin.Qaysi hayvonda shu ikki shart topilsa, unga jallola deb hukm qilinadi. Agar ikkisidan biri topilmasa ham jallolaga hukm qilinmaydi. Biror hayvon faqat najosat eyishga odatlanib. Undan boshqasini emasa, lekin go'shtidan najosat hidi kelmasa, uni jallolaga hukm qilib bo'lmaydi. Uni eyish karohiyatsiz joizdir.                                                       Ibn Rustum imomi Muhammaddan jallola bo'lib qolgan tuya, qo'y va mol haqida: “Ular jallolaga aylanishi uchun ajralib, tabiati(najosat eydigan bo'lib) o'zgargan va ulardan badbo'y hid keladigan bo'lib qolgan bo'lishi kerak. Oshanda jallolaga aylanadi. Ularning suti ichilmaydi, go'shti eyilmaydi. Ammo savdo va hibasi joiz. Jallola hukmida bo'lishi uchun pok nopokni aralashtiradigan bo'lmay aksar(taomining ko'p qismi) nopok narsalar bo'lishi kerak. Agar pok va nopokni aralashtirib eydigan bo'lsa, jallola bo'lmaydi. Unda makruh ham bo'lmaydi. Chunki, (go'shti va terisi)badbo'y bo'lmaydi. (Badoius sanoi).         Jallola deb jallah yani tezak va boshqa najosatlarga odatlangan jonzotga aytiladi.     :   ()     Ibn Abbos roziyallohu anhudan rivoyat qilinadi: “Rasululloh sollallohu alayhi vasallam jallolaning sutini ichishdan man qildilar”. Sunan ashoblari rivoyat qilishgan.     :    ()     Ibn Umar roziyallohu anhudan rivoyat qilinadi:“Nabiy sollallohu alayhi vasallam jallolaning (go'shtini) eyishdan va sutini(ichish)dan qaytardilar. Sunan ashoblari rivoyat qilishgan.      ()«           Nabiy sollallohu alayhi vasallam tuyaning jallolasini minish yoki sutini ichishdan qaytardilar” Abu Dovud rivoyati.                 “Yaqiniga kelinganda badbo'y hidi keladigan jallolaning go'shti eyilmaydi, suti ichilmaydi va ustiga minilmaydi”. Roddul muhtor.Uning go'shtidan foydalanish uchun badbo'yligi ketgunicha em hashak va pokiza em bilan boqiladi. Buning uchun imomi Muhammadning “Mabsut” kitobida malum vaqt belgilanmagan. “Tabyiynul haqoiq” kitobida tuya qirq, qora mol yigirma, echki qo'ylar o'n va tovuqlar uch kun pokiza taom bilan ushlab turiladi deyilgan. Roddul muhtor kitobida: “Tovuq uch kun, echki qo'y to'rt kun, tuya va molni o'n kun pokiza em bilan tutib turiladi” deyilgan. “Badoius sanoi” kitobida: “Eng afzali tovuqni qornidagi najosati ketgunicha tutib turiladi”. Imomi Muhammad : “Abu Hanifa rohmatullohi alayh qancha tutib turishda vaqt belgilamagan” degan va “Pok bo'lgunicha tutib turiladi” degan. Yuqoridagi hukmlarga qaralganda o'zining yo'ldoshini eb qo'ygan mol va echkilarni go'shti va sutidan foydalanish va don bilan najosatlarni aralashtiralib boqilayotgan baliq, tovuqni eyishning zarari yo'q. Chunki ular egan najosat ozdir. Yuqoridagi hukmlar faqat najosatxo'r bo'lganlarga tegishli. Vallohu alam!",5664,03.05.2017,http://savollar.islom.uz/savol/1298Jallola
Hadislar,Assalomu alaykum! Bazi bir hadislar zaif hadislar sirasiga kiradi. Bunday hadislarga ishonib iymon keltirishimiz kerakmi?,"Va alaykum assalom!Avvalo shuni yaxshi bilish kerakki hech kim qatiy tarzda “zaif hadislarni Rasululloh sollallohu alayhi vasallam aytmaganlar” deya olmaydi. To'g'ri, hukm olishda tasiri bo'ladi, lekin zaif hadislarni butkul bekor deyish to'g'ri emas. Vallohu alam!Quyidagi linklarni o'qing.http://savollar.islom.uz/smf/index.php?topic=18161.0http://www.hadis.islom.uz/index.php?act=book&amp;sec=17&amp;b_id=17&amp;s_id=1960",3110,02.05.2017,http://savollar.islom.uz/smf/index.php?topic=18161.0http://www.hadis.islom.uz/index.php?act=book&amp;sec=17&amp;b_id=17&amp;s_id=1960
Dolzarb savollar,"Assalomu alaykum! Meva cheva yoki biron egulikni 40 kun ortiq saqlash mumkinmas deyilibdi. Qurliish materialdaridan yog'och, temir-tersak kabi shunga o'xsha narsalar ham shu hukmga kiradimi?2. Qishloq joylarda dehqonchilik bilan etishtiriladigan narsalar masalan er yong'ok, sholini qishi bilan saqlab oz-ozdan tirikchilik uchun sotib, pulini ro'zg'orga ishlatsa bo'ladimi?",Va alaykum assalom!http://fiqh.uz/index.php/ibodat/halol-harom/gunohlar/688-e-tikor,3158,03.05.2017,http://fiqh.uz/index.php/ibodat/halol-harom/gunohlar/688-e-tikor
Talim va mutaallim,Assalomu alaykum! Atrofimzdagilarga nasihat qilishni qaysi kitobdan o'rgansak bo'ladi? Bazan qattiqlik yoki yumshoqlik qilish kerak. Shunda o'ylanib qolaman.,Va alaykum assalom!Quyidagi linkda berilgan ro'yxatdan foydalaning.http://islom.uz/view/ilmni-tartib-bilan-olish-kerak,3065,05.05.2017,http://islom.uz/view/ilmni-tartib-bilan-olish-kerak
Ruhiy tarbiya,"Boshqa millatlarga mansub adabiyotlar, masalan: Aleksandr Dyuma, A. Pushkin, A.Chexovlarning asarlarini o'qishga qiziqaman. Shu yaxshimi yoki o'qimasligim kerakmi? Oldindan rahmat!",Va alaykum assalom!Har bir inson avvalo o'zining aqiyda va amallarining fiqhini mukammal bilib olish kerak. Keyin o'qishga monelik yo'q. Vallohu alam!http://savollar.islom.uz/smf/index.php?topic=29979.0,3372,03.05.2017,http://savollar.islom.uz/smf/index.php?topic=29979.0
Halol va harom,"Assalomu alaykum! Aziz ustozlar, biz tomonlarda o'tgan insonlar xotirasiga atab egulik yani qatlama pishirishadi. Shundan esak harom emasmi?","Va alaykum assalom!Ehson manosida bo'lsa va Allohga gunoh hisoblanadigan ishlardan xoli bo'lsa, joiz. Vallohu alam!http://savollar.islom.uz/savol/20121",3379,07.05.2017,http://savollar.islom.uz/savol/20121
Dolzarb savollar,Assalomu alaykum! Sochni pyorushka yani engil kuydirish orkali rangini sariq qilishim mumkunmi? Hozir ko'pchilik ayollarni sochi shunaqa.,Va alaykum assalom!Quyidagi linkni o'qing.http://savollar.islom.uz/savol/13507,4500,07.05.2017,http://savollar.islom.uz/savol/13507
Dolzarb savollar,Assalomu alaykum! Men sizlarga yo'llamoqchi bo'lgan savolim juma kuni yaqinlarimizni juma bayrami bilan tabriklash haqida. 2004-savolda bergan javobizga yaxshi chunmadim. Juma bilan tabriklash mumkin emasmi? Nega unda islomiy kanallar ham har juma kuni juma muborak deb tabriklaydi. Muxlis.uz va Minbar.uz kanallaridan shunday tabriklar keladi. Bu kanallar ishonchlimi?,Va alaykum assalom!Quyidagi linkda bu savolga Ustozimiz rahimahullohning javoblarini o'qib olasiz.http://savollar.islom.uz/savol/1967,2881,07.05.2017,http://savollar.islom.uz/savol/1967
Dolzarb savollar,"Assalomu alaykum! Hurmatli ustozlar, agar junub inson bo'lsa soqol va tirnoqni g'usl qilishdan oldin olgan afzalmi yoki g'usl qilib poklangandan keyinmi?","Va alaykum assalom!Bo'laveradi. Lekin afzali pok bo'lib olishdir. Chunki bazi bir kitoblarimizda makruh ham deyilgan.            Junub holda tirnoq olish, tuklarni tozalash makruhdir («Fatavoi Olamgiriya»).Yuqoridagi matndan mutlaq, yani makruhi tahrimiylik tushuniladi. Lekin qarinalar(yani bir hukmga dalolat qiluvchi omillar) orqali makruhi tanzihiylik anglanadi. Vallohu alam!http://savollar.islom.uz/savol/41110",3103,05.05.2017,http://savollar.islom.uz/savol/41110
Ibodatlar,Assalomu alaykum! Qasir namozi qancha masofada oqiladi,Va alaykum assalom!http://old.islom.uz/content/view/926/104/,3559,07.05.2017,http://old.islom.uz/content/view/926/104/
Dolzarb savollar,"Assalomu alaykum! Alloh ilmingizni ziyoda etsin. Keyingi kunlarda ijtimoiy tarmoklarda tarkalayotgan bir videorolikda Rasululloh sollallohu alayhi vasallam nomlaridan tuyaning siydigini ichishga targ'ib qilinganligi va bugungi kun fani buni isbotlagani takidlangan. Men buni Rasululloh sollallohu alayhi vasallam va Islomga tuxmat, musulmonlarga ziyon keltirish maqsadida qilingan bo'lsa kerak deb aytdim. Meni fikrim to'g'rimi yoki ilmsizlik qildimmi?",Va alaykum assalom!http://savollar.islom.uz/smf/index.php?topic=26727.0http://savollar.islom.uz/smf/index.php?topic=25923.0http://savollar.islom.uz/smf/index.php?topic=29803.0http://old.islom.uz/content/view/590/110/,5163,07.05.2017,http://savollar.islom.uz/smf/index.php?topic=26727.0http://savollar.islom.uz/smf/index.php?topic=25923.0http://savollar.islom.uz/smf/index.php?topic=29803.0http://old.islom.uz/content/view/590/110/
Oila va turmush,"Assalomu alaykum! Hurmatlik ustozlar, xayirli ishlaringizga Alloh kuch kuvvat bersin, ezgu amallaringizni bardavom qilgan bo'lsin. Bir akamiz bilan suhbatda ozgina tortishgandek bo'ldim va bo'lishi mumkun emasligini aytdim. Lekin sizlardan so'rashni lozim topdim. Savolim qo'yidagicha: yangi tug'ilgan farzandning sochini oldirgandan so'ng, sochning gramiga qarab ehson yoki sadaka qilinadimi? Biron bir marosim o'tkaziladimi? Oldindan rahmat!","Va alaykum assalom!Bu aqiqa dem nomlanib, saytimiz izlash xizmatiga “aqiyqa” yoki “aqiqa” deb yozib qidirsangiz bu mavzuda 2850 marotaba savol-javob qilinganiga guvoh bo'lasiz. “Izlash xizmati”dan foydalanishni tavsiya qilamiz. Vallohu alam!http://islom.uz/view/sharii-marosimlardan-biri-akika-xakida",4034,07.05.2017,http://islom.uz/view/sharii-marosimlardan-biri-akika-xakida
Dolzarb savollar,"Assalomu alaykum! Ustozlar, hozir namoz o'qiyotganimda xayolimga umidsizlikka tushurib qo'yyuvchi gaplar keladi. Masalan xuddi endi namoz o'qish befoyda, seni Allohni so'kding degan gaplar keladi. Nima qilayin yordam bering ustozlar? Bu vasvasami? Javobingiz uchun rahmat","Va alaykum assalom!Siz shunaqa fikrlar kelganida, astoydil Allohdan panoh tilang. Hamma gunohlarni kechirguvchi Alloh borligini qalbingiz bilan his qiling. Vallohu alam!Quyidagi linkda berilgan maqolani o'qib chiqing.http://fiqh.uz/index.php/fiqh-uz/dolzarb-mavzu/671-vasvasa",3171,07.05.2017,http://fiqh.uz/index.php/fiqh-uz/dolzarb-mavzu/671-vasvasa
Oila va turmush,"Assalomu alaykum! Ayolim yosh, uy xizmatlariga ulgurmayabdi. Bu esa ota-onamga yoqmasdan, ayolimni dangasalikda ayblab, ajrashgin deb har kuni quloq miyani eyishyabdi. Shu ayb bilan ajrashishim joizmi?","Va alaykum assalom!Bizning dinimizda ota-ona ajrash desa ham, bolaning ajrashmaslikka haqqi bor. Uy ishlarini bajarish ayolingizning zimmasiga vojib emas. U cho'ri emas, balki hur ayol hisoblanadi. Kelinlar erining yaqinlarini, xususan ota-onasini hurmatlarini qilsa, ularning xizmatlarini ado etsa, eriga bo'lgan itoati va muhabbatini ziyodaligini alomati sifatida qilishadi. Kelinlar ham qaynota-qaynonalar ham o'rtadagi adolatli mezonga qarab kelishlari kerak. Hamma o'zi tarafga qarab tortsa oilalar tinchimaydi. Vallohu alam!http://savollar.islom.uz/smf/index.php?topic=27640.0",4824,05.05.2017,http://savollar.islom.uz/smf/index.php?topic=27640.0
Dolzarb savollar,"Assalomu alaykum! Bir odamni bilaman, o'zi yaxshi odam, lekin xar gapni birida “qishloqida, bari bir qishloqi” degani degan. Uning fikricha qishloq odamlari lafzsiz, go'yoki yaxshi odamlar emas. Nahotki bir yurtda yashab odamlarni shaharlik yoki qishloqiga ajratish mumkin bo'lsa?",Va alaykum assalom!Quyidagi linkda bu savolga javob berilgan.http://savollar.islom.uz/savol/98138,3754,07.05.2017,http://savollar.islom.uz/savol/98138
